,Class,FX_u,FX_s,FX_m,FX_h,umag,gmag,rmag,zmag,Jmag,Hmag,Kmag,W1mag,W2mag,W3mag,3.6mag,4.5mag,5.8mag,8.0mag,Bmag,imag
1160,AGN,9.87e-15,1.34e-14,1.32e-14,2.29e-14,20.5,20.122,20.096,20.043,9999999.0,9999999.0,9999999.0,15.662,14.858,12.126,9999999.0,9999999.0,9999999.0,9999999.0,19.41,20.249
1161,AGN,1.49e-14,1.76e-14,1.63e-14,2.49e-14,20.813,20.295,19.985,19.71,9999999.0,9999999.0,9999999.0,15.545,14.449,11.998,9999999.0,9999999.0,9999999.0,9999999.0,20.66,20.043
1162,AGN,1.28e-14,1.57e-14,2.05e-14,3.36e-14,9999999.0,9999999.0,19.22,9999999.0,9999999.0,9999999.0,9999999.0,15.834,14.501,11.919,9999999.0,9999999.0,9999999.0,9999999.0,19.35,18.86
1163,AGN,5.08e-15,4.12e-15,4.68e-15,1.15e-14,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0
1164,AGN,3.66e-15,5.76e-15,8.03e-15,3.04e-14,9999999.0,9999999.0,19.32,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,20.41,18.72
1165,AGN,8.23e-15,1.2e-14,1.16e-14,1.28e-14,9999999.0,9999999.0,17.05,9999999.0,16.562,15.983,15.294,14.971,13.866,10.491,9999999.0,9999999.0,9999999.0,9999999.0,17.49,17.55
1166,AGN,6.75e-15,7.2e-15,5.87e-15,8.16e-15,9999999.0,9999999.0,19.41,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,20.0,9999999.0
1167,AGN,1.88e-12,3.02e-12,3.48e-12,7.7e-12,9999999.0,9999999.0,10.66,9999999.0,13.393,12.463,11.482,10.644,9.868,7.421,9999999.0,9999999.0,9999999.0,9999999.0,11.35,12.47
1168,AGN,3.31e-16,9.57e-16,1.54e-15,2.81e-15,9999999.0,9999999.0,19.42,9999999.0,9999999.0,9999999.0,9999999.0,16.903,16.125,12.246,9999999.0,9999999.0,9999999.0,9999999.0,19.72,18.71
1169,AGN,7.64e-14,3.31e-13,5.94e-13,1.43e-12,9999999.0,9999999.0,15.92,9999999.0,15.317,14.104,13.233,12.075,10.96,7.958,9999999.0,9999999.0,9999999.0,9999999.0,18.65,16.82
1170,AGN,1.85e-14,3.07e-14,2.86e-14,4.33e-14,9999999.0,9999999.0,19.96,9999999.0,9999999.0,9999999.0,9999999.0,15.521,14.66,11.625,9999999.0,9999999.0,9999999.0,9999999.0,20.15,18.94
1171,AGN,2.75e-15,4.01e-15,3.85e-15,4.62e-15,9999999.0,9999999.0,19.04,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,19.95,9999999.0
1172,AGN,1.45e-14,2.06e-14,2.11e-14,4.25e-14,9999999.0,9999999.0,19.4,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,19.76,9999999.0
1173,AGN,1.75e-14,2.11e-14,1.97e-14,3.68e-14,9999999.0,9999999.0,19.38,9999999.0,9999999.0,9999999.0,9999999.0,16.087,15.691,12.506,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,18.64
1174,AGN,1.07e-14,1.41e-14,1.38e-14,2.4e-14,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0
1175,AGN,2.23e-13,3.8e-13,5.07e-13,1.13e-12,9999999.0,9999999.0,15.59,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,16.42,15.66
1176,AGN,2.25e-15,5.81e-15,3.66e-15,1.38e-14,20.018,19.405,19.364,18.857,9999999.0,9999999.0,9999999.0,15.825,14.863,11.344,9999999.0,9999999.0,9999999.0,9999999.0,19.25,19.289
1177,AGN,1.71e-14,2.97e-14,3.52e-14,9.42e-14,9999999.0,9999999.0,12.69,9999999.0,14.657,13.997,13.431,12.466,12.13,8.73,9999999.0,9999999.0,9999999.0,9999999.0,12.91,13.98
1178,AGN,1.71e-15,2.51e-15,3.45e-15,4.8e-15,19.927,19.612,19.505,19.352,9999999.0,9999999.0,9999999.0,16.393,15.328,12.307,9999999.0,9999999.0,9999999.0,9999999.0,19.7,19.331
1179,AGN,3.9e-15,4.79e-15,5.2e-15,9.43e-15,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0
1180,AGN,4.27e-14,1.33e-13,1.59e-13,2.46e-12,13.308,11.266,10.354,9.608,11.006,10.404,9.811,8.49,8.292,5.759,9999999.0,9999999.0,9999999.0,9999999.0,12.73,9.893
1181,AGN,1.53e-15,2.84e-15,3.68e-15,6.09e-15,20.408,20.119,19.878,19.829,9999999.0,9999999.0,9999999.0,15.967,14.717,12.508,9999999.0,9999999.0,9999999.0,9999999.0,20.41,19.916
1182,AGN,1.77e-15,2.58e-15,2.8e-15,4.38e-15,23.002,20.245,20.131,20.001,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,20.67,20.076
1183,AGN,5.67e-15,8.87e-15,9.5e-15,1.99e-14,20.966,21.112,20.675,20.291,9999999.0,9999999.0,9999999.0,16.544,15.649,12.186,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,20.549
1184,AGN,5.54e-15,9.39e-15,1e-14,5.5e-15,19.006,18.704,18.554,18.407,9999999.0,9999999.0,9999999.0,15.277,13.771,10.993,9999999.0,9999999.0,9999999.0,9999999.0,18.66,18.344
1185,AGN,3.04e-14,3.87e-14,4.2e-14,9.9e-14,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0
1186,AGN,2.43e-14,3.01e-14,2.43e-14,3.79e-14,20.104,19.719,19.216,18.567,17.092,16.665,15.673,14.715,13.856,11.079,9999999.0,9999999.0,9999999.0,9999999.0,19.68,18.971
1187,AGN,3.79e-15,5.3e-15,6.02e-15,8.54e-15,20.461,20.242,19.864,19.932,9999999.0,9999999.0,9999999.0,15.735,14.661,12.07,9999999.0,9999999.0,9999999.0,9999999.0,20.14,19.819
1188,AGN,1.19e-14,1.15e-14,1.06e-14,1.17e-14,21.16,20.608,20.622,20.099,9999999.0,9999999.0,9999999.0,16.049,15.081,12.331,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,20.449
1189,AGN,6.02e-12,6.8e-12,2.98e-12,3.14e-12,12.618,11.12,10.616,10.742,10.179,9.136,7.271,4.541,2.88,-0.899,9999999.0,9999999.0,9999999.0,9999999.0,10.79,11.125
1190,AGN,3.38e-17,6.83e-16,2.9e-15,1.01e-14,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0
1191,AGN,8.94e-15,1.22e-14,1.86e-14,4.3e-14,20.191,20.199,20.423,19.836,9999999.0,9999999.0,9999999.0,17.653,16.358,12.579,9999999.0,9999999.0,9999999.0,9999999.0,20.51,20.068
1192,AGN,5.04e-16,2.99e-15,1.03e-14,3.63e-14,9999999.0,9999999.0,18.1,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,18.21,18.42
1193,AGN,2.02e-15,5.58e-15,6.09e-15,1.34e-14,20.795,20.1,19.691,18.923,9999999.0,9999999.0,9999999.0,14.778,14.156,11.209,9999999.0,9999999.0,9999999.0,9999999.0,20.38,19.214
1194,AGN,2.45e-15,1.25e-14,2.25e-14,6.36e-14,21.321,20.561,19.908,18.974,9999999.0,9999999.0,9999999.0,15.187,14.235,11.531,9999999.0,9999999.0,9999999.0,9999999.0,20.87,19.637
1195,AGN,2.81e-15,9.73e-15,1.67e-14,4.54e-14,9999999.0,9999999.0,10.81,9999999.0,13.29,12.474,11.869,10.906,10.831,8.011,9999999.0,9999999.0,9999999.0,9999999.0,11.49,10.25
1196,AGN,2.65e-14,2.27e-13,2.38e-12,1.22e-11,9999999.0,9999999.0,14.32,9999999.0,12.788,11.501,10.181,8.769,7.63,4.845,9999999.0,9999999.0,9999999.0,9999999.0,16.43,13.85
1197,AGN,6.02e-14,7.14e-14,6.59e-14,9.6e-14,18.472,18.325,17.973,17.553,16.298,15.628,14.69,13.508,12.466,9.328,9999999.0,9999999.0,9999999.0,9999999.0,18.26,17.584
1198,AGN,1.46e-14,2.13e-14,1.96e-14,5.06e-14,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0
1199,AGN,2.99e-15,3.54e-15,6.51e-15,7.51e-15,19.348,18.989,18.747,18.402,9999999.0,9999999.0,9999999.0,15.799,14.474,11.105,9999999.0,9999999.0,9999999.0,9999999.0,19.66,18.589
1200,AGN,9.51e-15,9.33e-15,1.49e-14,1.94e-14,20.287,19.897,19.93,19.673,9999999.0,9999999.0,9999999.0,15.221,14.281,11.179,9999999.0,9999999.0,9999999.0,9999999.0,20.54,19.643
1201,AGN,1.6e-13,1.73e-13,1.31e-13,1.94e-13,17.255,16.907,16.843,16.645,15.692,15.028,14.264,12.78,11.644,8.896,9999999.0,9999999.0,9999999.0,9999999.0,16.84,16.734
1202,AGN,2.69e-15,6.19e-15,4.33e-15,1.85e-14,9999999.0,9999999.0,20.4,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,19.95,9999999.0
1203,AGN,5.16e-14,5.64e-14,5.01e-14,8.73e-14,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0
1204,AGN,3.05e-15,1.02e-14,1.47e-14,2.47e-14,9999999.0,9999999.0,18.28,9999999.0,16.951,15.888,15.475,14.252,13.729,10.759,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,18.27
1205,AGN,2.66e-15,1.08e-14,3.11e-15,1.59e-15,9999999.0,9999999.0,9999999.0,9999999.0,13.728,12.95,12.424,11.17,11.134,7.824,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0
1206,AGN,6.54e-14,7.11e-14,5.47e-14,8.27e-14,19.398,19.151,18.661,18.173,9999999.0,9999999.0,9999999.0,14.184,13.247,10.688,9999999.0,9999999.0,9999999.0,9999999.0,18.82,18.255
1207,AGN,7.07e-14,1.16e-13,9.76e-14,2.01e-13,9999999.0,9999999.0,13.67,9999999.0,9999999.0,9999999.0,9999999.0,13.822,13.685,11.069,9999999.0,9999999.0,9999999.0,9999999.0,12.66,9999999.0
1208,AGN,4.39e-15,1e-14,1.7e-14,2.79e-14,18.93,18.225,18.307,17.966,9999999.0,9999999.0,9999999.0,15.14,14.301,10.907,9999999.0,9999999.0,9999999.0,9999999.0,18.18,18.251
1209,AGN,1.18e-14,9.73e-15,1.09e-14,9.88e-15,20.191,19.711,19.492,18.954,9999999.0,9999999.0,9999999.0,15.412,14.59,11.271,9999999.0,9999999.0,9999999.0,9999999.0,20.09,19.072
1210,AGN,1.38e-14,2.27e-14,2.72e-14,5.63e-14,18.979,18.64,18.198,18.021,9999999.0,9999999.0,9999999.0,14.562,13.235,10.322,9999999.0,9999999.0,9999999.0,9999999.0,18.16,18.157
1211,AGN,1.85e-14,1.75e-14,1.61e-14,3.5e-14,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0
1212,AGN,2.44e-15,4.15e-15,4.26e-15,1.1e-14,9999999.0,9999999.0,20.54,9999999.0,9999999.0,9999999.0,9999999.0,16.391,15.47,12.186,9999999.0,9999999.0,9999999.0,9999999.0,20.27,18.86
1213,AGN,7.19e-15,1.25e-14,1.45e-14,2.38e-14,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,16.524,15.686,12.982,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0
1214,AGN,9.64e-15,1.12e-14,1.32e-14,2.74e-14,9999999.0,9999999.0,19.45,9999999.0,9999999.0,9999999.0,9999999.0,15.753,14.351,11.501,9999999.0,9999999.0,9999999.0,9999999.0,19.11,9999999.0
1215,AGN,8.1e-16,4.75e-15,1.79e-14,3.01e-14,19.331,18.993,18.702,18.722,9999999.0,9999999.0,9999999.0,15.294,13.737,10.931,9999999.0,9999999.0,9999999.0,9999999.0,19.59,18.679
1216,AGN,6.52e-16,5.83e-16,2.57e-15,6.54e-15,19.849,19.437,19.296,19.082,9999999.0,9999999.0,9999999.0,14.978,13.714,11.152,9999999.0,9999999.0,9999999.0,9999999.0,19.59,19.298
1217,AGN,1.53e-14,1.77e-14,7.91e-15,9.2e-15,19.62,19.19,18.85,18.34,9999999.0,9999999.0,9999999.0,14.542,13.619,11.391,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,18.586
1218,AGN,1.06e-14,3.15e-14,4.91e-14,1.16e-13,21.137,20.82,20.384,19.278,9999999.0,9999999.0,9999999.0,15.617,14.661,11.637,9999999.0,9999999.0,9999999.0,9999999.0,19.79,19.893
1219,AGN,6.2e-16,1.73e-16,3.09e-15,4.43e-15,9999999.0,9999999.0,21.627,20.807,9999999.0,9999999.0,9999999.0,16.684,15.391,11.513,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,21.093
1220,AGN,4.26e-15,1.44e-14,1.73e-14,4.52e-14,9999999.0,9999999.0,18.21,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,18.04
1221,AGN,1.22e-15,3.49e-15,6.56e-15,8.2e-15,9999999.0,9999999.0,19.22,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,19.63,18.52
1222,AGN,2.66e-15,9.72e-15,1.34e-14,3.19e-14,20.195,20.188,19.803,19.68,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,19.674
1223,AGN,1.46e-15,5.01e-15,2.72e-15,6.87e-15,20.228,19.981,19.965,19.753,9999999.0,9999999.0,9999999.0,16.239,14.966,12.674,9999999.0,9999999.0,9999999.0,9999999.0,20.34,19.667
1224,AGN,1.67e-14,5.05e-14,3.34e-14,1.28e-12,16.234,14.162,13.15,12.176,13.166,12.424,11.73,9.976,9.276,5.669,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,12.628
1225,AGN,1.01e-14,1.24e-14,1.73e-14,2.59e-14,19.672,19.511,19.272,19.151,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,20.07,19.151
1226,AGN,4.71e-15,7.26e-15,4.42e-15,1.72e-15,9999999.0,9999999.0,20.24,9999999.0,9999999.0,9999999.0,9999999.0,15.735,14.893,12.023,9999999.0,9999999.0,9999999.0,9999999.0,20.8,18.82
1227,AGN,2.28e-15,5.24e-15,5.1e-15,6.88e-15,20.306,19.669,19.226,18.828,9999999.0,9999999.0,9999999.0,16.018,14.674,11.581,9999999.0,9999999.0,9999999.0,9999999.0,20.43,19.038
1228,AGN,8.23e-15,2.32e-14,2.32e-14,4.63e-14,20.458,20.041,20.09,19.716,9999999.0,9999999.0,9999999.0,15.618,14.906,12.033,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,19.812
1229,AGN,1.57e-15,2.23e-15,3.95e-15,6.81e-15,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,17.465,16.339,12.568,9999999.0,9999999.0,9999999.0,9999999.0,20.22,9999999.0
1230,AGN,3.62e-15,9.47e-15,1.05e-14,1.46e-14,18.32,17.803,17.662,17.452,16.485,16.35,15.961,15.075,13.762,10.354,9999999.0,9999999.0,9999999.0,9999999.0,18.7,17.643
1231,AGN,9e-15,1.63e-14,1.95e-14,4.4e-14,21.992,20.714,19.361,18.337,9999999.0,9999999.0,9999999.0,14.886,14.189,11.476,9999999.0,9999999.0,9999999.0,9999999.0,20.79,18.825
1232,AGN,2.31e-15,7.43e-15,1.01e-14,1.31e-14,20.551,20.588,20.363,20.513,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,20.391
1233,AGN,7.42e-16,7.07e-16,2.56e-15,4.86e-15,9999999.0,9999999.0,18.66,9999999.0,9999999.0,9999999.0,9999999.0,15.843,15.138,12.174,9999999.0,9999999.0,9999999.0,9999999.0,19.14,18.37
1234,AGN,9.42e-16,5.28e-15,3.71e-15,5.33e-15,21.013,19.931,19.841,19.778,9999999.0,9999999.0,9999999.0,17.137,16.285,13.012,9999999.0,9999999.0,9999999.0,9999999.0,19.92,19.855
1235,AGN,7.56e-15,1.5e-14,1.98e-14,2.52e-14,21.001,20.951,20.297,20.456,9999999.0,9999999.0,9999999.0,15.815,14.805,12.213,9999999.0,9999999.0,9999999.0,9999999.0,19.73,20.414
1236,AGN,1.43e-15,5.73e-15,6.69e-15,1.07e-14,9999999.0,9999999.0,19.94,9999999.0,9999999.0,9999999.0,9999999.0,17.71,15.718,12.438,9999999.0,9999999.0,9999999.0,9999999.0,20.76,9999999.0
1237,AGN,8.2e-16,2.78e-15,6.9e-15,2.05e-14,9999999.0,9999999.0,19.89,9999999.0,9999999.0,9999999.0,9999999.0,17.093,15.781,11.941,9999999.0,9999999.0,9999999.0,9999999.0,20.54,9999999.0
1238,AGN,2.83e-15,7.72e-15,6.55e-15,1.56e-14,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,15.762,14.972,12.594,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0
1239,AGN,8.45e-16,3.12e-15,1.06e-14,1.49e-14,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0
1240,AGN,2.16e-15,6.15e-15,6.87e-15,1.51e-14,9999999.0,9999999.0,19.86,9999999.0,9999999.0,9999999.0,9999999.0,16.978,15.744,12.237,9999999.0,9999999.0,9999999.0,9999999.0,20.61,9999999.0
1241,AGN,3.11e-16,1.87e-15,6.85e-15,2.17e-14,9999999.0,9999999.0,19.85,9999999.0,9999999.0,9999999.0,9999999.0,15.809,14.188,11.309,9999999.0,9999999.0,9999999.0,9999999.0,20.46,9999999.0
1242,AGN,7.94e-16,3.17e-15,9.66e-16,1.79e-14,20.749,20.315,20.02,19.597,9999999.0,9999999.0,9999999.0,16.274,14.819,11.821,9999999.0,9999999.0,9999999.0,9999999.0,20.98,19.631
1243,AGN,9.25e-15,2.07e-14,2.92e-14,4.44e-14,21.139,18.27,17.841,17.623,16.192,15.462,15.187,14.138,13.686,11.119,9999999.0,9999999.0,9999999.0,9999999.0,18.62,17.769
1244,AGN,8.27e-15,6.54e-14,7.55e-14,1.59e-13,15.74,14.13,13.134,12.354,11.862,10.966,10.729,9.614,8.796,4.761,9999999.0,9999999.0,9999999.0,9999999.0,9.33,12.74
1245,AGN,6.96e-15,7.43e-15,1.13e-14,1.53e-14,20.696,20.34,20.252,19.937,9999999.0,9999999.0,9999999.0,15.796,14.859,12.272,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,19.944
1246,AGN,3.14e-15,1.87e-14,8.98e-15,8.68e-15,15.272,13.038,11.983,11.07,12.403,11.668,11.232,9.975,9.992,8.952,9999999.0,9999999.0,9999999.0,9999999.0,8.63,11.457
1247,AGN,2.41e-15,2.14e-15,2.73e-15,2.78e-15,20.912,20.528,20.324,20.191,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,20.7,20.254
1248,AGN,2.46e-14,5.52e-14,7.77e-14,1.93e-13,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0
1249,AGN,3.9e-15,5.43e-15,6.25e-15,1.58e-14,20.168,19.985,19.679,19.716,9999999.0,9999999.0,9999999.0,15.073,14.04,11.221,9999999.0,9999999.0,9999999.0,9999999.0,20.22,19.614
1250,AGN,6.26e-15,1.05e-14,1.37e-14,2.17e-14,20.742,20.044,19.581,19.209,9999999.0,9999999.0,9999999.0,14.841,13.545,11.305,9999999.0,9999999.0,9999999.0,9999999.0,20.61,19.407
1251,AGN,8.71e-16,2.18e-15,4.9e-15,1.37e-14,23.548,21.474,20.858,20.495,9999999.0,9999999.0,9999999.0,16.405,16.03,11.988,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,20.618
1252,AGN,3.42e-15,8.43e-15,1.19e-14,2.48e-14,21.337,21.294,20.757,20.506,9999999.0,9999999.0,9999999.0,15.553,14.944,12.244,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,20.666
1253,AGN,3.68e-16,2.24e-15,9.15e-15,1.98e-14,18.88,18.641,18.194,17.917,16.75,15.736,15.703,14.636,13.372,10.604,9999999.0,9999999.0,9999999.0,9999999.0,19.15,17.997
1254,AGN,6.07e-16,1.54e-15,2.03e-15,6.69e-15,22.505,21.806,21.567,21.27,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,21.397
1255,AGN,1.74e-14,4.78e-14,5.88e-14,1.83e-13,19.964,19.161,18.404,17.635,16.667,15.888,15.263,15.118,14.752,12.325,9999999.0,9999999.0,9999999.0,9999999.0,19.6,17.901
1256,AGN,3.33e-15,7.72e-15,8.7e-15,3.16e-14,20.744,20.686,20.574,20.075,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,20.298
1257,AGN,8.57e-15,1.72e-14,1.94e-14,3.56e-14,9999999.0,9999999.0,18.31,9999999.0,9999999.0,9999999.0,9999999.0,15.328,14.102,11.861,9999999.0,9999999.0,9999999.0,9999999.0,19.53,9999999.0
1258,AGN,3.58e-15,7.07e-15,7.19e-15,1.76e-14,19.976,19.828,19.604,19.707,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,20.26,19.564
1259,AGN,2.3e-15,4.72e-15,6.56e-15,1.26e-15,20.208,20.04,19.778,19.476,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,19.63,19.441
1260,AGN,9.48e-14,1.74e-13,2.75e-13,7.47e-13,9999999.0,9999999.0,17.82,9999999.0,17.036,15.955,15.551,13.295,12.073,9.097,9999999.0,9999999.0,9999999.0,9999999.0,19.27,17.44
1261,AGN,8.61e-15,1.62e-14,1.61e-14,3.84e-14,19.325,19.117,18.837,18.592,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,18.93,18.625
1262,AGN,1.61e-13,2.54e-13,2.35e-13,3.07e-13,9999999.0,9999999.0,18.29,9999999.0,16.71,15.89,15.129,13.784,13.217,11.064,9999999.0,9999999.0,9999999.0,9999999.0,19.8,17.92
1263,AGN,1.95e-15,1.87e-15,4.18e-15,1.06e-14,24.214,20.831,20.515,20.101,9999999.0,9999999.0,9999999.0,15.851,15.153,12.059,9999999.0,9999999.0,9999999.0,9999999.0,20.93,20.371
1264,AGN,5.91e-15,2.21e-14,2.59e-14,2.51e-14,19.21,17.86,17.628,17.466,16.304,15.682,15.286,14.442,14.099,10.879,9999999.0,9999999.0,9999999.0,9999999.0,18.36,17.538
1265,AGN,4.72e-14,1.04e-13,1.31e-13,2.96e-13,18.901,18.452,18.504,18.476,16.54,15.913,15.241,13.9,12.755,9.905,9999999.0,9999999.0,9999999.0,9999999.0,18.77,18.314
1266,AGN,2.38e-15,3.64e-15,5.88e-16,8.29e-15,21.105,20.775,20.747,20.559,9999999.0,9999999.0,9999999.0,17.358,15.672,12.157,9999999.0,9999999.0,9999999.0,9999999.0,20.81,20.316
1267,AGN,6.02e-14,6.08e-14,8.4e-14,2.35e-13,9999999.0,9999999.0,18.35,9999999.0,9999999.0,9999999.0,9999999.0,14.563,13.547,11.056,9999999.0,9999999.0,9999999.0,9999999.0,18.56,18.17
1268,AGN,1.26e-14,1.85e-14,1.88e-14,4.55e-14,20.416,20.219,20.074,19.85,9999999.0,9999999.0,9999999.0,16.784,15.183,12.639,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,19.89
1269,AGN,1.31e-13,2.32e-13,2.88e-13,6.01e-13,9999999.0,9999999.0,13.45,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,14.47,14.8
1270,AGN,1.6e-15,2.85e-15,3.28e-15,2.88e-15,19.577,19.31,19.224,19.021,9999999.0,9999999.0,9999999.0,16.383,14.779,11.643,9999999.0,9999999.0,9999999.0,9999999.0,19.88,19.163
1271,AGN,4.2e-14,3.23e-14,2.28e-14,4.7e-14,9999999.0,9999999.0,16.87,9999999.0,16.711,15.843,15.045,13.969,13.099,9.586,9999999.0,9999999.0,9999999.0,9999999.0,18.11,17.72
1272,AGN,2.96e-15,5.1e-15,5.88e-15,8.19e-15,20.181,20.126,19.796,19.665,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,20.02,19.625
1273,AGN,1.83e-16,4.1e-16,6.66e-16,2.97e-14,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0
1274,AGN,1.5e-16,2.08e-16,3.25e-16,3.69e-15,20.598,20.312,19.892,19.429,9999999.0,9999999.0,9999999.0,15.197,14.308,11.45,9999999.0,9999999.0,9999999.0,9999999.0,20.86,19.615
1275,AGN,1.65e-14,2.22e-14,1.79e-14,2.95e-14,20.712,20.263,19.654,18.935,9999999.0,9999999.0,9999999.0,15.6,14.86,12.346,9999999.0,9999999.0,9999999.0,9999999.0,20.66,19.325
1276,AGN,3.03e-16,2.44e-15,2.42e-15,1.27e-15,23.887,21.332,20.096,20.025,9999999.0,9999999.0,9999999.0,16.447,16.116,12.114,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,20.013
1277,AGN,1.86e-14,1.79e-14,1.79e-14,2.69e-14,20.195,19.65,19.461,19.266,9999999.0,9999999.0,9999999.0,14.968,13.818,10.923,9999999.0,9999999.0,9999999.0,9999999.0,19.96,19.234
