,Class,FX_u,FX_s,FX_m,FX_h,umag,gmag,rmag,zmag,Jmag,Hmag,Kmag,W1mag,W2mag,W3mag,3.6mag,4.5mag,5.8mag,8.0mag,Bmag,imag
5930,AGN,2.79e-15,4.13e-15,7.66e-15,7.5e-14,15.983,15.642,15.515,15.283,14.577,13.833,12.856,11.048,9.839,7.224,9999999.0,9999999.0,9999999.0,9999999.0,16.03,15.363
5931,AGN,4.24e-16,4.3e-15,1.72e-14,3.19e-14,9999999.0,9999999.0,15.13,9999999.0,15.495,15.036,14.454,12.857,11.725,8.793,9999999.0,9999999.0,9999999.0,9999999.0,16.62,14.71
5932,AGN,8.64e-16,3.11e-15,5.09e-15,1.1e-14,20.481,20.238,19.998,19.643,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,19.69,19.619
5933,AGN,1.08e-15,2.75e-15,1.57e-15,4.37e-15,20.453,20.338,20.272,19.657,9999999.0,9999999.0,9999999.0,16.786,16.129,12.278,9999999.0,9999999.0,9999999.0,9999999.0,20.01,19.965
5934,AGN,1.8e-14,3.2e-14,4.17e-14,9.36e-14,18.411,18.249,18.089,17.595,16.889,15.982,15.454,14.749,13.709,10.469,9999999.0,9999999.0,9999999.0,9999999.0,17.73,17.674
5935,AGN,1.91e-16,3.69e-16,3.28e-16,4.35e-15,22.788,21.348,21.481,21.348,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,21.327
5936,AGN,6e-16,2.66e-15,3.56e-16,6.8e-15,21.797,21.06,20.936,20.42,9999999.0,9999999.0,9999999.0,16.731,16.117,12.17,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,20.957
5937,AGN,9.13e-15,1.63e-14,2.57e-14,5.01e-14,17.16,16.627,16.421,16.101,15.18,14.616,13.904,13.306,12.16,8.786,9999999.0,9999999.0,9999999.0,9999999.0,16.43,16.342
5938,AGN,8.18e-16,1.22e-15,1.88e-15,8.64e-15,20.857,20.772,20.4,20.346,9999999.0,9999999.0,9999999.0,16.633,15.336,12.143,9999999.0,9999999.0,9999999.0,9999999.0,20.43,20.367
5939,AGN,3.38e-15,4.04e-15,4.01e-15,1.14e-14,20.985,20.971,20.603,20.576,9999999.0,9999999.0,9999999.0,16.915,15.968,12.583,9999999.0,9999999.0,9999999.0,9999999.0,20.35,20.581
5940,AGN,1.12e-14,1.61e-14,1.82e-14,2.99e-14,21.485,20.918,20.734,20.013,9999999.0,9999999.0,9999999.0,16.092,15.386,12.832,9999999.0,9999999.0,9999999.0,9999999.0,20.58,20.473
5941,AGN,1.75e-15,2.59e-15,4.16e-15,1.27e-14,21.952,21.701,21.535,20.913,9999999.0,9999999.0,9999999.0,16.873,15.521,12.237,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,21.239
5942,AGN,1.41e-15,2.64e-15,3.23e-15,5.31e-15,21.6,21.012,20.839,20.544,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,20.33,20.894
5943,AGN,3.97e-14,9.32e-14,2.15e-12,2.91e-11,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9.621,8.706,6.321,9999999.0,9999999.0,9999999.0,9999999.0,15.35,13.34
5944,AGN,3.43e-14,6.62e-14,1.18e-13,3.35e-13,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0
5945,AGN,2.29e-15,1.08e-14,1.15e-14,5.69e-15,19.675,19.518,19.408,18.825,9999999.0,9999999.0,9999999.0,16.466,15.054,12.108,9999999.0,9999999.0,9999999.0,9999999.0,19.27,19.203
5946,AGN,3.45e-15,6.32e-15,7.22e-15,1.7e-14,9999999.0,9999999.0,18.97,9999999.0,9999999.0,9999999.0,9999999.0,15.914,15.289,11.958,9999999.0,9999999.0,9999999.0,9999999.0,18.8,9999999.0
5947,AGN,2.35e-15,3.43e-15,4.27e-15,5.82e-15,9999999.0,9999999.0,19.62,9999999.0,9999999.0,9999999.0,9999999.0,16.943,15.694,12.389,9999999.0,9999999.0,9999999.0,9999999.0,20.4,9999999.0
5948,AGN,2.55e-14,3.5e-14,3.72e-14,6.7e-14,9999999.0,9999999.0,18.49,9999999.0,9999999.0,9999999.0,9999999.0,15.694,14.385,11.583,9999999.0,9999999.0,9999999.0,9999999.0,19.75,18.57
5949,AGN,5.01e-15,9.14e-15,1.27e-14,2.78e-14,9999999.0,9999999.0,19.6,9999999.0,9999999.0,9999999.0,9999999.0,16.252,14.741,11.815,9999999.0,9999999.0,9999999.0,9999999.0,19.55,9999999.0
5950,AGN,9.46e-15,2.02e-14,2.31e-14,4.72e-14,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,16.264,15.923,12.119,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0
5951,AGN,3.49e-15,1.11e-14,8.02e-15,1.12e-14,9999999.0,9999999.0,19.09,9999999.0,9999999.0,9999999.0,9999999.0,15.98,14.604,11.634,9999999.0,9999999.0,9999999.0,9999999.0,19.99,18.39
5952,AGN,1e-14,1.1e-14,1.08e-15,4.3e-14,9999999.0,9999999.0,18.58,9999999.0,9999999.0,9999999.0,9999999.0,16.163,14.669,12.162,9999999.0,9999999.0,9999999.0,9999999.0,19.25,18.62
5953,AGN,3.69e-15,7.47e-15,7.95e-15,1.16e-14,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,16.141,15.424,12.164,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0
5954,AGN,1.82e-15,1.7e-15,2.74e-15,1.15e-14,21.723,21.143,21.163,21.181,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,20.72,21.141
5955,AGN,1.79e-14,2.16e-14,2.13e-14,3.63e-14,9999999.0,9999999.0,18.09,9999999.0,9999999.0,9999999.0,9999999.0,15.162,13.769,10.771,9999999.0,9999999.0,9999999.0,9999999.0,18.48,18.0
5956,AGN,8.44e-15,2.02e-14,1.9e-14,5.43e-14,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,15.305,14.672,11.899,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0
5957,AGN,5.98e-16,1.63e-15,4e-15,1.83e-15,20.351,20.175,19.939,19.707,9999999.0,9999999.0,9999999.0,16.39,14.869,11.924,9999999.0,9999999.0,9999999.0,9999999.0,19.37,19.78
5958,AGN,3.1e-15,5.38e-15,5.8e-15,4.69e-15,19.787,19.682,19.388,19.426,9999999.0,9999999.0,9999999.0,15.458,14.161,11.171,9999999.0,9999999.0,9999999.0,9999999.0,19.37,19.305
5959,AGN,5.57e-15,6.97e-15,5.96e-15,7.38e-15,9999999.0,9999999.0,19.36,9999999.0,9999999.0,9999999.0,9999999.0,15.668,15.164,12.056,9999999.0,9999999.0,9999999.0,9999999.0,20.62,9999999.0
5960,AGN,2.19e-15,1.18e-14,1.22e-14,2.42e-14,9999999.0,9999999.0,19.44,9999999.0,9999999.0,9999999.0,9999999.0,15.387,14.768,11.707,9999999.0,9999999.0,9999999.0,9999999.0,20.67,9999999.0
5961,AGN,3.03e-13,9.54e-13,1.84e-12,5.79e-12,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0
5962,AGN,3e-15,1.04e-14,1.02e-14,7.46e-15,19.711,19.558,19.235,19.239,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,19.215
5963,AGN,3.37e-16,6.11e-16,2.72e-15,2.35e-14,20.287,20.223,19.819,19.702,9999999.0,9999999.0,9999999.0,15.646,14.669,11.372,9999999.0,9999999.0,9999999.0,9999999.0,19.81,19.743
5964,AGN,6.27e-15,1.34e-14,1.77e-14,4.1e-14,9999999.0,9999999.0,19.44,9999999.0,9999999.0,9999999.0,9999999.0,16.277,15.381,12.282,9999999.0,9999999.0,9999999.0,9999999.0,20.75,9999999.0
5965,AGN,1.03e-15,1.57e-15,2.22e-15,7.24e-15,19.814,19.684,19.574,19.663,9999999.0,9999999.0,9999999.0,16.087,15.058,12.045,9999999.0,9999999.0,9999999.0,9999999.0,19.92,19.579
5966,AGN,7.45e-15,1.12e-14,1.64e-14,2.13e-14,9999999.0,9999999.0,18.44,9999999.0,17.383,16.523,15.781,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,18.85,18.16
5967,AGN,2.85e-16,2.77e-15,4.13e-15,1.91e-14,20.273,19.601,19.408,19.148,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,19.16,19.415
5968,AGN,3.02e-15,7.1e-15,5.63e-15,5.68e-15,9999999.0,9999999.0,19.12,9999999.0,9999999.0,9999999.0,9999999.0,16.251,15.078,12.564,9999999.0,9999999.0,9999999.0,9999999.0,19.66,9999999.0
5969,AGN,1.78e-16,1.4e-15,2.34e-15,4.22e-15,21.586,21.457,21.571,20.934,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,21.393
5970,AGN,3.71e-15,4.2e-15,5.87e-15,1.1e-14,21.864,21.219,21.188,20.882,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,20.95
5971,AGN,1.03e-15,2.6e-15,4.65e-15,9.22e-15,21.565,20.454,20.332,19.86,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,20.22,20.265
5972,AGN,1.05e-16,1.57e-15,5.42e-15,1.23e-14,24.279,22.118,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,16.29,15.254,11.296,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,21.923
5973,AGN,7.97e-16,4.64e-15,6.62e-15,1.08e-14,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,16.733,15.467,11.833,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0
5974,AGN,2.92e-17,1.04e-15,1.28e-15,1.5e-15,21.295,20.892,20.672,20.219,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,20.76,20.651
5975,AGN,1.67e-15,4.09e-16,1.09e-15,2.1e-15,21.735,21.626,21.432,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,20.902
5976,AGN,4.33e-14,7.08e-14,8.93e-14,1.75e-13,9999999.0,9999999.0,9999999.0,9999999.0,16.381,15.576,14.675,12.926,11.799,9.29,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0
5977,AGN,4.72e-15,5.69e-15,9.49e-15,3.72e-14,20.998,20.347,20.328,20.352,9999999.0,9999999.0,9999999.0,16.048,15.111,11.896,9999999.0,9999999.0,9999999.0,9999999.0,20.3,20.331
5978,AGN,4.2e-16,2.53e-15,4.06e-15,7.2e-15,20.099,19.834,19.8,19.353,9999999.0,9999999.0,9999999.0,16.565,15.613,12.476,9999999.0,9999999.0,9999999.0,9999999.0,19.44,19.465
5979,AGN,6.6e-14,9.2e-14,1.03e-13,2.14e-13,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,15.083,13.975,11.396,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0
5980,AGN,6.93e-15,1.42e-14,1.57e-14,3.92e-14,9999999.0,9999999.0,17.99,9999999.0,16.805,15.889,15.285,14.235,13.738,11.54,9999999.0,9999999.0,9999999.0,9999999.0,18.5,17.73
5981,AGN,3.38e-15,6.58e-15,7.02e-15,3.42e-15,9999999.0,9999999.0,19.86,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,19.52,9999999.0
5982,AGN,3.21e-15,6.53e-15,7.51e-15,1.89e-14,21.045,20.544,20.147,19.472,9999999.0,9999999.0,9999999.0,15.387,14.536,11.521,9999999.0,9999999.0,9999999.0,9999999.0,20.22,19.718
5983,AGN,2.06e-15,1.78e-15,4.86e-15,3.06e-15,9999999.0,9999999.0,19.55,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,20.32,9999999.0
5984,AGN,1.44e-14,1.4e-14,1.97e-14,4.14e-14,19.417,19.256,19.116,19.156,9999999.0,9999999.0,9999999.0,14.77,13.681,10.874,9999999.0,9999999.0,9999999.0,9999999.0,18.72,19.224
5985,AGN,5.12e-16,7.57e-16,3.57e-15,1.62e-15,20.65,20.604,20.33,20.418,9999999.0,9999999.0,9999999.0,16.509,15.394,12.281,9999999.0,9999999.0,9999999.0,9999999.0,20.4,20.308
5986,AGN,1.13e-15,9.83e-16,3.24e-15,1.2e-14,22.638,22.58,9999999.0,21.128,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,21.937
5987,AGN,1.92e-14,3.27e-14,4.52e-14,1.04e-13,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0
5988,AGN,8.28e-14,5.92e-14,3.58e-14,6.85e-14,9999999.0,9999999.0,17.16,9999999.0,16.957,15.831,15.272,13.362,12.332,9.41,9999999.0,9999999.0,9999999.0,9999999.0,18.05,17.51
5989,AGN,8.18e-13,9.81e-13,1.04e-12,2.56e-12,14.695,14.612,14.701,14.305,12.837,11.748,10.669,9.521,8.498,5.776,9999999.0,9999999.0,9999999.0,9999999.0,12.51,14.169
5990,AGN,1.49e-15,3.64e-15,5.92e-15,1.24e-14,19.553,19.21,19.236,18.969,9999999.0,9999999.0,9999999.0,16.241,15.103,11.466,9999999.0,9999999.0,9999999.0,9999999.0,19.33,19.167
5991,AGN,2.16e-14,3.67e-14,4.3e-14,9.31e-14,9999999.0,9999999.0,18.26,9999999.0,9999999.0,9999999.0,9999999.0,15.025,14.402,11.802,9999999.0,9999999.0,9999999.0,9999999.0,19.41,18.27
5992,AGN,6.23e-15,4.86e-15,4.03e-16,8.51e-15,21.428,21.177,20.998,20.467,9999999.0,9999999.0,9999999.0,16.2,15.971,12.358,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,20.792
5993,AGN,3.33e-17,3.37e-16,2.86e-15,9.59e-15,19.144,18.791,18.574,18.367,9999999.0,9999999.0,9999999.0,15.373,13.987,11.031,9999999.0,9999999.0,9999999.0,9999999.0,17.77,18.403
5994,AGN,6.48e-15,8.06e-15,7.83e-15,2.72e-14,22.385,22.046,20.534,19.48,9999999.0,9999999.0,9999999.0,15.701,15.327,12.068,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,19.668
5995,AGN,1.05e-15,4.12e-15,4.59e-15,1.09e-14,21.368,21.92,21.62,21.389,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,21.419
5996,AGN,4.85e-15,8.24e-15,2.9e-15,1.46e-14,19.72,19.431,19.122,18.795,9999999.0,9999999.0,9999999.0,15.606,14.299,11.313,9999999.0,9999999.0,9999999.0,9999999.0,18.3,18.795
5997,AGN,5.23e-15,8.17e-15,9.6e-15,1.81e-14,9999999.0,9999999.0,18.84,9999999.0,9999999.0,9999999.0,9999999.0,15.39,14.801,12.255,9999999.0,9999999.0,9999999.0,9999999.0,20.29,18.77
5998,AGN,6.32e-15,8.39e-15,9.19e-15,2.15e-14,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0
5999,AGN,5.56e-14,5.78e-14,6.08e-14,9.65e-14,20.253,19.776,18.831,18.003,9999999.0,9999999.0,9999999.0,14.929,14.236,11.89,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,18.337
6000,AGN,2.69e-14,2.4e-14,3.28e-14,6.82e-14,18.401,18.183,18.028,17.708,16.844,16.287,15.146,14.965,13.768,11.004,9999999.0,9999999.0,9999999.0,9999999.0,17.31,17.762
6001,AGN,2.56e-15,5.03e-15,4.42e-15,4.31e-15,9999999.0,9999999.0,19.09,9999999.0,9999999.0,9999999.0,9999999.0,15.999,14.947,11.77,9999999.0,9999999.0,9999999.0,9999999.0,19.47,18.8
6002,AGN,1.66e-15,2.34e-15,5.72e-15,6.37e-15,21.969,19.156,18.801,18.658,9999999.0,9999999.0,9999999.0,15.772,15.253,11.224,9999999.0,9999999.0,9999999.0,9999999.0,18.79,18.703
6003,AGN,3.98e-15,4.99e-15,5.76e-15,4.68e-15,9999999.0,9999999.0,20.2,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,20.29,9999999.0
6004,AGN,1.27e-12,1.37e-12,1.04e-12,1.52e-12,9999999.0,9999999.0,12.49,9999999.0,14.035,13.1,12.327,11.198,10.345,7.39,9999999.0,9999999.0,9999999.0,9999999.0,13.86,13.45
6005,AGN,1.43e-14,1.53e-14,1.23e-14,1.76e-14,19.235,19.114,18.889,18.833,9999999.0,9999999.0,9999999.0,14.263,12.904,10.097,9999999.0,9999999.0,9999999.0,9999999.0,18.01,18.957
6006,AGN,4.15e-15,8.56e-15,1.13e-14,1.63e-14,21.035,20.938,20.753,20.616,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,20.498
6007,AGN,3.13e-14,2.48e-13,1.46e-12,5.64e-12,9999999.0,9999999.0,13.23,9999999.0,13.783,12.712,12.001,10.497,9.542,6.474,9999999.0,9999999.0,9999999.0,9999999.0,15.56,12.04
6008,AGN,2.85e-12,3.8e-12,3.88e-12,6.88e-12,9999999.0,9999999.0,12.43,9999999.0,13.582,12.667,11.759,9.95,9.137,6.46,9999999.0,9999999.0,9999999.0,9999999.0,12.65,12.25
6009,AGN,1.88e-14,4.32e-14,5.76e-14,1.43e-13,19.602,19.092,19.031,18.801,9999999.0,9999999.0,9999999.0,14.005,12.853,10.32,9999999.0,9999999.0,9999999.0,9999999.0,19.39,19.116
6010,AGN,1.67e-15,2.97e-15,3.33e-15,5.9e-15,21.507,20.487,20.219,20.065,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,19.65,20.079
6011,AGN,3.56e-15,4.93e-15,5.49e-15,3.68e-15,21.485,21.263,21.075,21.158,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,20.857
6012,AGN,5.48e-15,1.25e-15,6.43e-15,2.67e-15,9999999.0,9999999.0,19.35,9999999.0,9999999.0,9999999.0,9999999.0,16.984,15.711,11.984,9999999.0,9999999.0,9999999.0,9999999.0,19.98,9999999.0
6013,AGN,1.67e-14,2.47e-14,1.97e-14,5.27e-14,9999999.0,9999999.0,18.38,9999999.0,9999999.0,9999999.0,9999999.0,16.076,14.966,11.775,9999999.0,9999999.0,9999999.0,9999999.0,18.12,18.5
6014,AGN,5.38e-16,1.77e-15,2.71e-15,9.44e-15,22.231,22.152,21.698,20.957,9999999.0,9999999.0,9999999.0,17.053,16.886,12.587,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,21.262
6015,AGN,7.42e-15,1.33e-14,1.07e-14,1.69e-14,9999999.0,9999999.0,19.82,9999999.0,9999999.0,9999999.0,9999999.0,15.812,15.049,11.948,9999999.0,9999999.0,9999999.0,9999999.0,20.31,18.81
6016,AGN,8.59e-15,1.09e-14,1.17e-14,1.58e-14,9999999.0,9999999.0,18.55,9999999.0,9999999.0,9999999.0,9999999.0,15.438,14.95,11.138,9999999.0,9999999.0,9999999.0,9999999.0,20.13,18.18
6017,AGN,4.86e-15,5.71e-15,5.29e-15,4.9e-15,9999999.0,9999999.0,19.37,9999999.0,9999999.0,9999999.0,9999999.0,16.341,15.047,12.573,9999999.0,9999999.0,9999999.0,9999999.0,19.69,18.93
6018,AGN,1.02e-14,2.04e-14,2.49e-14,4.82e-14,9999999.0,9999999.0,18.22,9999999.0,17.036,16.026,15.462,14.047,13.088,11.176,9999999.0,9999999.0,9999999.0,9999999.0,19.64,17.87
6019,AGN,1.49e-14,1.63e-14,1.57e-14,3.72e-14,9999999.0,9999999.0,19.54,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,20.8,9999999.0
6020,AGN,2.64e-16,5.63e-16,3.17e-15,3.09e-14,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0
6021,AGN,1.62e-16,2.44e-15,2.35e-15,7.03e-15,9999999.0,9999999.0,20.55,9999999.0,9999999.0,9999999.0,9999999.0,16.497,15.253,12.188,9999999.0,9999999.0,9999999.0,9999999.0,20.3,9999999.0
6022,AGN,1.89e-15,3.67e-15,5.43e-15,7.41e-15,9999999.0,9999999.0,19.46,9999999.0,9999999.0,9999999.0,9999999.0,16.584,15.469,11.923,9999999.0,9999999.0,9999999.0,9999999.0,19.87,18.75
6023,AGN,7.81e-13,1.27e-12,1.68e-12,3.87e-12,9999999.0,9999999.0,14.57,9999999.0,14.588,13.777,12.627,11.245,10.186,7.364,9999999.0,9999999.0,9999999.0,9999999.0,15.62,14.64
6024,AGN,5.02e-15,6.87e-15,1.18e-14,3.63e-14,9999999.0,9999999.0,19.91,9999999.0,9999999.0,9999999.0,9999999.0,16.351,15.14,12.1,9999999.0,9999999.0,9999999.0,9999999.0,20.45,9999999.0
6025,AGN,1.95e-14,2.24e-14,2.77e-14,5.7e-14,9999999.0,9999999.0,17.28,9999999.0,16.578,16.29,15.572,14.424,13.029,9.916,9999999.0,9999999.0,9999999.0,9999999.0,18.1,17.23
6026,AGN,3.22e-15,2.57e-15,3.71e-15,2.25e-14,9999999.0,9999999.0,19.45,9999999.0,9999999.0,9999999.0,9999999.0,14.616,13.848,10.5,9999999.0,9999999.0,9999999.0,9999999.0,20.53,18.6
6027,AGN,4.8e-15,6.75e-15,1.08e-14,1.97e-14,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0
6028,AGN,6.45e-15,2.2e-14,1.95e-14,8.27e-14,9999999.0,9999999.0,18.74,9999999.0,17.258,16.434,15.622,15.087,14.555,12.044,9999999.0,9999999.0,9999999.0,9999999.0,19.56,18.53
6029,AGN,2.72e-15,2.93e-15,1.99e-15,6.38e-15,9999999.0,9999999.0,18.25,9999999.0,9999999.0,9999999.0,9999999.0,14.622,13.675,10.596,9999999.0,9999999.0,9999999.0,9999999.0,19.09,18.75
6030,AGN,1.15e-15,1.22e-14,3.54e-14,1.87e-13,9999999.0,9999999.0,10.17,9999999.0,13.654,12.937,12.472,11.385,11.347,10.034,9999999.0,9999999.0,9999999.0,9999999.0,10.41,10.09
6031,AGN,3.4e-16,4.26e-16,4.09e-15,3.85e-14,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0
6032,AGN,3.94e-15,7.81e-15,9.15e-15,3.04e-14,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0
6033,AGN,1.91e-15,4.77e-15,9.13e-15,2.28e-14,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,17.532,15.754,12.555,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0
6034,AGN,3.84e-15,6.4e-15,8.43e-15,1.18e-14,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0
6035,AGN,3.29e-15,1.42e-14,5.2e-14,1.82e-13,9999999.0,9999999.0,18.92,9999999.0,9999999.0,9999999.0,9999999.0,14.377,13.402,10.79,9999999.0,9999999.0,9999999.0,9999999.0,20.62,17.92
6036,AGN,1.39e-14,1.51e-14,1.04e-14,2.44e-14,9999999.0,9999999.0,18.78,9999999.0,9999999.0,9999999.0,9999999.0,15.534,14.449,11.98,9999999.0,9999999.0,9999999.0,9999999.0,18.97,18.56
6037,AGN,3.3e-15,5.78e-15,5.35e-15,9.02e-15,9999999.0,9999999.0,19.91,9999999.0,9999999.0,9999999.0,9999999.0,16.755,15.571,12.114,9999999.0,9999999.0,9999999.0,9999999.0,20.49,9999999.0
6038,AGN,7.57e-16,2.32e-15,4.78e-15,2.74e-15,9999999.0,9999999.0,19.25,9999999.0,9999999.0,9999999.0,9999999.0,15.801,14.773,11.404,9999999.0,9999999.0,9999999.0,9999999.0,19.28,18.37
6039,AGN,3.91e-14,3.78e-14,4.04e-14,6.03e-14,9999999.0,9999999.0,9999999.0,9999999.0,17.004,16.132,9999999.0,14.801,13.384,10.216,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0
6040,AGN,5.59e-15,8.35e-15,1.28e-14,2.56e-14,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0
6041,AGN,7.39e-15,9.4e-15,9.4e-15,1.06e-14,9999999.0,9999999.0,18.78,9999999.0,9999999.0,9999999.0,9999999.0,15.42,13.999,11.229,9999999.0,9999999.0,9999999.0,9999999.0,18.75,18.79
6042,AGN,2.77e-14,2.35e-14,2.02e-14,1.27e-14,9999999.0,9999999.0,18.59,9999999.0,16.878,16.379,15.369,14.704,13.765,10.524,9999999.0,9999999.0,9999999.0,9999999.0,18.5,18.65
6043,AGN,2.67e-15,4.88e-15,4.5e-15,8.23e-15,9999999.0,9999999.0,19.44,9999999.0,9999999.0,9999999.0,9999999.0,16.478,15.026,11.256,9999999.0,9999999.0,9999999.0,9999999.0,20.19,18.89
6044,AGN,2.05e-14,2.4e-14,1.83e-14,8.03e-14,9999999.0,9999999.0,18.11,9999999.0,9999999.0,9999999.0,9999999.0,15.494,14.125,11.753,9999999.0,9999999.0,9999999.0,9999999.0,19.54,9999999.0
6045,AGN,1.93e-13,1.69e-13,1.13e-13,2.2e-13,9999999.0,9999999.0,9999999.0,9999999.0,14.574,13.86,13.164,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0
6046,AGN,1.07e-14,1.24e-14,1.5e-14,2.26e-14,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0
